title,budget,revenue,runtime,genres,popularity,vote_average,vote_count,belongs_to_collection,director,lead_actor,profit,profit_margin,release__year,production_company,genre1,genre2,genre3
Antebellum,15000000,7060384,105,['Horror'],2.9483,6.2,928,False,Gerard Bush,Janelle Monáe,-7939616,-1.1245303371601318,2020,Lionsgate,Horror,,
Harold & Kumar Escape from Guantanamo Bay,12000000,43493123,101,"['Comedy', 'Adventure']",2.9464,6.295,1518,True,Hayden Schlossberg,John Cho,31493123,0.7240943125652302,2008,New Line Cinema,Comedy,Adventure,
Bait,35000000,15500000,119,"['Action', 'Thriller', 'Crime']",2.9458,5.676,196,False,Antoine Fuqua,Jamie Foxx,-19500000,-1.2580645161290323,2000,Castle Rock Entertainment,Action,Thriller,Crime
The Whole Ten Yards,40000000,26155781,98,"['Comedy', 'Thriller', 'Crime']",2.9458,5.749,967,True,Howard Deutch,Bruce Willis,-13844219,-0.5292986280929635,2004,Nine Yards Two Productions,Comedy,Thriller,Crime
The Rhythm Section,50000000,5989583,109,"['Action', 'Thriller']",2.9449,5.51,613,False,Reed Morano,Blake Lively,-44010417,-7.347826551531217,2020,EON Productions,Action,Thriller,
Denial,10000000,7994527,109,"['Drama', 'History']",2.9442,6.854,664,False,Mick Jackson,Rachel Weisz,-2005473,-0.25085574168427976,2016,BBC Film,Drama,History,
Showtime,85000000,77885672,95,"['Action', 'Comedy']",2.9429,5.535,997,False,Tom Dey,Robert De Niro,-7114328,-0.09134321907115342,2002,Material,Action,Comedy,
Solitary Man,15000000,5000000,90,"['Comedy', 'Drama', 'Romance']",2.9409,5.901,327,False,David Levien,Michael Douglas,-10000000,-2.0,2009,Paul Schiff Productions,Comedy,Drama,Romance
Death at a Funeral,9000000,46789413,91,"['Comedy', 'Drama']",2.9408,6.9,1791,False,Frank Oz,Matthew Macfadyen,37789413,0.8076487943971428,2007,Target Media Entertainment,Comedy,Drama,
Bride & Prejudice,7000000,24700000,112,"['Drama', 'Comedy', 'Romance']",2.9367,6.473,382,False,Gurinder Chadha,Aishwarya Rai Bachchan,17700000,0.7165991902834008,2004,Bend It Films,Drama,Comedy,Romance
Belly of the Beast,14300000,254988,91,"['Action', 'Thriller']",2.9362,5.4,179,False,Tony Ching Siu-Tung,Steven Seagal,-14045012,-55.081070481748164,2003,Century Time (H.K.) Ltd.,Action,Thriller,
White Girl,700000,200242,88,['Drama'],2.9358,5.661,468,False,Elizabeth Wood,Morgan Saylor,-499758,-2.49577011815703,2016,Bank Street Films,Drama,,
Ben Is Back,13000000,12616995,103,['Drama'],2.9357,6.613,927,False,Peter Hedges,Julia Roberts,-383005,-0.030356277386176345,2018,Black Bear Pictures,Drama,,
Sinister 2,10000000,53329150,97,['Horror'],2.9349,5.882,2172,True,Ciarán Foy,James Ransone,43329150,0.8124852918150768,2015,Tank Caterpillar,Horror,,
High Fidelity,30000000,47100000,113,"['Drama', 'Comedy', 'Romance', 'Music']",2.9329,7.113,2053,False,Stephen Frears,John Cusack,17100000,0.3630573248407643,2000,Touchstone Pictures,Drama,Comedy,Romance
Barbershop,12000000,77063924,102,"['Comedy', 'Drama']",2.924,6.4,494,True,Tim Story,Ice Cube,65063924,0.8442851158215094,2002,Metro-Goldwyn-Mayer,Comedy,Drama,
3 from Hell,3000000,2295825,115,"['Horror', 'Thriller']",2.9222,5.8,494,True,Rob Zombie,Sheri Moon Zombie,-704175,-0.3067198066054686,2019,Lionsgate,Horror,Thriller,
Cosmopolis,20500000,6063556,109,['Drama'],2.921,5.7,1274,False,David Cronenberg,Robert Pattinson,-14436444,-2.380854402927919,2012,Alfama Films,Drama,,
Margaret,14000000,46495,150,['Drama'],2.9202,6.302,305,False,Kenneth Lonergan,Anna Paquin,-13953505,-300.10764598343906,2011,Fox Searchlight Pictures,Drama,,
Life of Crime,12000000,265452,94,"['Comedy', 'Crime']",2.9192,5.747,395,False,Daniel Schechter,Jennifer Aniston,-11734548,-44.20591293341169,2013,Abbolita Productions,Comedy,Crime,
Transformers: Dark of the Moon,195000000,1123794079,154,"['Action', 'Science Fiction', 'Adventure']",2.9185,6.212,8503,True,Michael Bay,Shia LaBeouf,928794079,0.8264806661256666,2011,Paramount Pictures,Action,Science Fiction,Adventure
Jexi,5000000,9341824,84,['Comedy'],2.9183,6.766,1229,False,Scott Moore,Adam Devine,4341824,0.46477261828096955,2019,CBS Films,Comedy,,
Red Rocket,1100000,2200000,130,"['Drama', 'Comedy']",2.917,6.8,537,False,Sean Baker,Simon Rex,1100000,0.5,2021,FilmNation Entertainment,Drama,Comedy,
Rugrats Go Wild,25000000,55443032,81,"['Animation', 'Family', 'Adventure', 'Comedy']",2.9167,6.3,307,True,John Eng,E. G. Daily,30443032,0.5490867093992984,2003,Nickelodeon Movies,Animation,Family,Adventure
Jason X,11000000,16951798,91,"['Horror', 'Science Fiction']",2.9164,4.855,1411,True,James Isaac,Kane Hodder,5951798,0.351101281409795,2001,Crystal Lake Entertainment,Horror,Science Fiction,
Dark Water,30000000,68357079,105,"['Horror', 'Mystery']",2.9149,5.67,1044,False,Walter Salles,Jennifer Connelly,38357079,0.5611281166651372,2005,Post No Bills Films,Horror,Mystery,
30 Minutes or Less,28000000,40500000,83,"['Action', 'Adventure', 'Comedy']",2.9147,5.78,1733,False,Ruben Fleischer,Jesse Eisenberg,12500000,0.30864197530864196,2011,Columbia Pictures,Action,Adventure,Comedy
Dreamgirls,70000000,154937680,130,"['Drama', 'Music']",2.9145,6.7,1026,False,Bill Condon,Jamie Foxx,84937680,0.5482054462155365,2006,DreamWorks Pictures,Drama,Music,
Lions for Lambs,35000000,64811540,92,"['Action', 'Adventure', 'Drama', 'History']",2.9081,6.0,773,False,Robert Redford,Meryl Streep,29811540,0.45997271473567825,2007,Wildwood Enterprises,Action,Adventure,Drama
"Crouching Tiger, Hidden Dragon: Sword of Destiny",20000000,38659039,103,"['Action', 'Adventure', 'Drama']",2.9069,6.144,666,True,Yuen Woo-Ping,Donnie Yen,18659039,0.4826565657775404,2016,The Weinstein Company,Action,Adventure,Drama
Maggie's Plan,2000000,3400000,98,"['Drama', 'Romance']",2.9066,5.7,384,False,Rebecca Miller,Greta Gerwig,1400000,0.4117647058823529,2016,Round Films,Drama,Romance,
Anna,4357373,1200000,99,"['Thriller', 'Drama']",2.9058,6.469,664,False,Jorge Dorado,Mark Strong,-3157373,-2.6311441666666666,2013,StudioCanal,Thriller,Drama,
"Hail, Caesar!",22000000,63647656,106,"['Comedy', 'Crime', 'Mystery', 'Drama']",2.903,5.923,3834,False,Joel Coen,Josh Brolin,41647656,0.6543470508953229,2016,Universal Pictures,Comedy,Crime,Mystery
Barbershop 2: Back in Business,18000000,65070412,106,"['Comedy', 'Drama']",2.9009,6.0,289,True,Kevin Rodney Sullivan,Ice Cube,47070412,0.7233765785899742,2004,Metro-Goldwyn-Mayer,Comedy,Drama,
Self/less,26000000,31807156,117,"['Science Fiction', 'Action', 'Thriller']",2.8993,6.413,3149,False,Tarsem Singh,Ryan Reynolds,5807156,0.18257388368831215,2015,Ram Bergman Productions,Science Fiction,Action,Thriller
Race to Witch Mountain,50000000,106387141,98,"['Adventure', 'Family', 'Fantasy', 'Science Fiction', 'Thriller', 'Action']",2.8991,5.8,1731,True,Andy Fickman,Dwayne Johnson,56387141,0.5300183882185536,2009,Walt Disney Pictures,Adventure,Family,Fantasy
The Homesman,16000000,3442853,122,"['Western', 'Drama']",2.8984,6.541,818,False,Tommy Lee Jones,Hilary Swank,-12557147,-3.6473084967612617,2014,The Javelina Film Company,Western,Drama,
Color Out of Space,6000000,1023510,110,"['Horror', 'Science Fiction', 'Mystery', 'Thriller']",2.8983,6.051,1527,True,Richard Stanley,Nicolas Cage,-4976490,-4.8621801447958495,2020,SpectreVision,Horror,Science Fiction,Mystery
A Lot Like Love,30000000,42886719,107,"['Comedy', 'Drama', 'Romance']",2.8976,6.8,1302,False,Nigel Cole,Ashton Kutcher,12886719,0.30048274385363916,2005,Kevin Messick Productions,Comedy,Drama,Romance
Empire State,11000000,3639345,94,"['Action', 'Drama']",2.896,5.389,699,False,Dito Montiel,Liam Hemsworth,-7360655,-2.0225219098491625,2013,Knightsbridge Entertainment,Action,Drama,
Rock Dog,60000000,23270926,90,"['Animation', 'Adventure', 'Comedy', 'Family', 'Music']",2.8959,6.2,292,True,Ash Brannon,Luke Wilson,-36729074,-1.5783245582921797,2016,Dream Factory Group,Animation,Adventure,Comedy
Broken Flowers,10000000,46720491,106,"['Comedy', 'Drama', 'Mystery', 'Romance']",2.8932,6.915,1383,False,Jim Jarmusch,Bill Murray,36720491,0.7859611535332538,2005,Focus Features,Comedy,Drama,Mystery
Don't Say a Word,50000000,100020092,113,"['Thriller', 'Mystery']",2.8924,6.2,936,False,Gary Fleder,Michael Douglas,50020092,0.5001004398196315,2001,Kopelson Entertainment,Thriller,Mystery,
White Noise,100000000,71476,136,"['Comedy', 'Drama']",2.8915,5.534,721,False,Noah Baumbach,Adam Driver,-99928524,-1398.071016844815,2022,Heyday Films,Comedy,Drama,
The Man Who Invented Christmas,17000000,8100000,105,"['Drama', 'History', 'Comedy', 'Family']",2.8906,6.83,827,False,Bharat Nalluri,Dan Stevens,-8900000,-1.0987654320987654,2017,Rhombus Media,Drama,History,Comedy
Don't Let Go,5000000,5300000,107,"['Science Fiction', 'Thriller', 'Mystery', 'Horror']",2.8898,6.876,404,False,Jacob Aaron Estes,David Oyelowo,300000,0.05660377358490566,2019,Blumhouse Productions,Science Fiction,Thriller,Mystery
What Happens Later,3000000,3370345,104,"['Romance', 'Comedy']",2.8868,4.905,63,False,Meg Ryan,Meg Ryan,370345,0.10988340956192912,2023,Ten Acre Films,Romance,Comedy,
The Perfect Guy,12000000,60273173,100,"['Drama', 'Thriller']",2.8858,5.7,328,False,David M. Rosenthal,Sanaa Lathan,48273173,0.8009064497069036,2015,Screen Gems,Drama,Thriller,
Wonder Park,100000000,119559110,86,"['Comedy', 'Animation', 'Adventure', 'Family', 'Fantasy']",2.8853,6.541,714,False,Dylan Brown,Brianna Denski,19559110,0.1635936399994948,2019,Nickelodeon Movies,Comedy,Animation,Adventure
Overcomer,5000000,38026103,119,['Drama'],2.883,7.717,288,False,Alex Kendrick,Alex Kendrick,33026103,0.8685113749363168,2019,Kendrick Brothers,Drama,,
Gotti,10000000,4343227,106,"['Crime', 'Drama', 'History', 'Thriller']",2.8824,5.307,617,False,Kevin Connolly,John Travolta,-5656773,-1.3024354932403948,2018,Highland Film Group,Crime,Drama,History
Hey Arnold! The Movie,3000000,15249308,76,"['Animation', 'Comedy', 'Family', 'Adventure', 'Drama', 'Thriller']",2.8804,6.483,361,True,Tuck Tucker,Spencer Klein,12249308,0.8032697614868819,2002,Paramount Pictures,Animation,Comedy,Family
Amelia,40000000,19643086,111,"['Adventure', 'Drama', 'History']",2.8804,5.692,241,False,Mira Nair,Hilary Swank,-20356914,-1.0363399111524534,2009,AE Electra Productions,Adventure,Drama,History
Ophelia,12000000,242115,114,"['Drama', 'Romance', 'History']",2.8798,7.1,575,False,Claire McCarthy,Daisy Ridley,-11757885,-48.56322408772691,2019,Bobker / Kruger Films,Drama,Romance,History
Last Vegas,28000000,134400000,105,['Comedy'],2.8797,6.407,2166,False,Jon Turteltaub,Robert De Niro,106400000,0.7916666666666666,2013,Gidden Media,Comedy,,
Ghosts of Girlfriends Past,37500000,102366815,115,"['Fantasy', 'Comedy', 'Romance']",2.878,6.0,2331,False,Mark Waters,Matthew McConaughey,64866815,0.6336703452188094,2009,Jon Shestack Productions,Fantasy,Comedy,Romance
The Boxtrolls,60000000,108255770,97,"['Animation', 'Comedy', 'Family', 'Fantasy']",2.8772,6.697,1710,False,Graham Annable,Ben Kingsley,48255770,0.44575702523754623,2014,Laika,Animation,Comedy,Family
Traffik,4000000,5132274,96,"['Horror', 'Thriller']",2.8739,6.132,460,False,Deon Taylor,Paula Patton,1132274,0.22061838475498385,2018,Hidden Empire Film Group,Horror,Thriller,
Khumba,20000000,27200000,85,"['Animation', 'Adventure', 'Family']",2.8694,6.0,259,False,Anthony Silverston,Jake T. Austin,7200000,0.2647058823529412,2013,Triggerfish,Animation,Adventure,Family
"I Love You, Man",41000000,92000000,105,"['Comedy', 'Romance']",2.8659,6.571,1778,False,John Hamburg,Paul Rudd,51000000,0.5543478260869565,2009,The Montecito Picture Company,Comedy,Romance,
Open Water,120000,54683487,79,"['Drama', 'Thriller', 'Horror']",2.8655,5.539,1079,True,Chris Kentis,Blanchard Ryan,54563487,0.9978055532559582,2003,Plunge Pictures LLC,Drama,Thriller,Horror
Kidnap,21000000,30718107,95,"['Action', 'Thriller']",2.8617,6.22,1289,False,Luis Prieto,Halle Berry,9718107,0.31636412360957006,2017,Ingenious Media,Action,Thriller,
Letters to Juliet,30000000,82148538,105,"['Comedy', 'Drama', 'Romance']",2.861,7.0,2911,False,Gary Winick,Amanda Seyfried,52148538,0.6348078647486094,2010,Summit Entertainment,Comedy,Drama,Romance
Another Year,8000000,18124262,129,"['Drama', 'Comedy']",2.8599,6.999,400,False,Mike Leigh,Lesley Manville,10124262,0.5586027171754635,2010,UK Film Council,Drama,Comedy,
Shark Night 3D,28000000,10126458,91,"['Thriller', 'Horror']",2.8597,5.062,576,False,David R. Ellis,Sara Paxton,-17873542,-1.7650339338789536,2011,Incentive Filmed Entertainment,Thriller,Horror,
The Personal History of David Copperfield,15600000,11620337,119,['Comedy'],2.8586,6.441,487,False,Armando Iannucci,Dev Patel,-3979663,-0.34247397472207564,2019,FilmNation Entertainment,Comedy,,
Pooh's Heffalump Movie,20000000,52900000,68,"['Family', 'Animation', 'Comedy', 'Fantasy']",2.8562,6.81,461,False,Frank Nissen,Jim Cummings,32900000,0.6219281663516069,2005,DisneyToon Studios,Family,Animation,Comedy
Animal Factory,3600000,43805,94,"['Crime', 'Drama']",2.8553,6.389,235,False,Steve Buscemi,Willem Dafoe,-3556195,-81.18239926948978,2000,Franchise Pictures,Crime,Drama,
Justice League: War,3500000,5155325,79,"['Animation', 'Action']",2.8545,7.4,1094,True,Jay Oliva,Michelle Monaghan,1655325,0.3210903289317356,2014,DC Entertainment,Animation,Action,
The East,6500000,2401510,116,"['Drama', 'Thriller']",2.8544,6.553,796,False,Zal Batmanglij,Brit Marling,-4098490,-1.7066304116993058,2013,TSG Entertainment,Drama,Thriller,
The Book Thief,19000000,76586316,131,['Drama'],2.8541,7.5,4382,False,Brian Percival,Geoffrey Rush,57586316,0.751913905873211,2013,Studio Babelsberg,Drama,,
While We're Young,10000000,17287309,97,"['Comedy', 'Drama', 'Mystery']",2.8519,5.987,1135,False,Noah Baumbach,Ben Stiller,7287309,0.42154096973681676,2015,Scott Rudin Productions,Comedy,Drama,Mystery
Without a Paddle,19000000,69600000,95,"['Comedy', 'Action', 'Adventure', 'Mystery']",2.8511,5.6,662,True,Steven Brill,Seth Green,50600000,0.7270114942528736,2004,De Line Pictures,Comedy,Action,Adventure
The Neon Demon,7000000,3400000,118,"['Thriller', 'Horror']",2.849,6.506,3779,False,Nicolas Winding Refn,Elle Fanning,-3600000,-1.0588235294117647,2016,Wild Bunch,Thriller,Horror,
In the Cut,12000000,23726793,119,"['Drama', 'Mystery', 'Thriller', 'Romance']",2.8489,5.1,429,False,Jane Campion,Meg Ryan,11726793,0.4942426479634226,2003,Pathé,Drama,Mystery,Thriller
Tekken,30000000,967000,92,"['Crime', 'Drama', 'Action', 'Thriller', 'Science Fiction']",2.8479,5.361,699,True,Dwight H. Little,Jonathan Patrick Foo,-29033000,-30.023784901758013,2010,Namco,Crime,Drama,Action
Bad Santa 2,26000000,24100000,92,"['Comedy', 'Crime', 'Mystery']",2.8468,5.417,812,True,Mark Waters,Billy Bob Thornton,-1900000,-0.07883817427385892,2016,Ingenious Media,Comedy,Crime,Mystery
Paterson,5000000,2152738,118,"['Drama', 'Comedy', 'Romance']",2.8459,7.112,1926,False,Jim Jarmusch,Adam Driver,-2847262,-1.322623561250835,2016,Inkjet Productions,Drama,Comedy,Romance
Shut In,10000000,13082071,91,"['Drama', 'Thriller']",2.8452,5.292,701,False,Farren Blackburn,Naomi Watts,3082071,0.2355950369020318,2016,EuropaCorp,Drama,Thriller,
A Street Cat Named Bob,8000000,17900000,103,"['Family', 'Drama']",2.8446,7.904,1472,True,Roger Spottiswoode,Luke Treadaway,9900000,0.553072625698324,2016,Iris Productions,Family,Drama,
God's Not Dead: A Light in Darkness,5700000,7414178,105,['Drama'],2.844,6.575,220,True,Michael Mason,David A.R. White,1714178,0.2312027037926524,2018,Pure Flix Entertainment,Drama,,
Bucky Larson: Born to Be a Star,10000000,2500000,97,['Comedy'],2.8439,4.25,180,False,Tom Brady,Nick Swardson,-7500000,-3.0,2011,Columbia Pictures,Comedy,,
Ride Along,25000000,153997819,99,"['Action', 'Comedy']",2.8433,6.265,2300,True,Tim Story,Ice Cube,128997819,0.8376600385489875,2014,Rainforest Entertainment,Action,Comedy,
The Second Best Exotic Marigold Hotel,10000000,86000000,122,"['Drama', 'Comedy']",2.841,6.415,730,True,John Madden,Dev Patel,76000000,0.8837209302325582,2015,Fox Searchlight Pictures,Drama,Comedy,
Lady in the Water,70000000,72785169,110,"['Drama', 'Fantasy', 'Mystery']",2.8335,5.6,1411,False,M. Night Shyamalan,Paul Giamatti,2785169,0.03826561150115623,2006,Legendary Pictures,Drama,Fantasy,Mystery
Wonderland,5000000,2466444,104,"['Crime', 'Mystery', 'Drama']",2.833,6.07,273,False,James Cox,Val Kilmer,-2533556,-1.0272100238237722,2003,Lions Gate Films,Crime,Mystery,Drama
The Odd Life of Timothy Green,25000000,56012642,105,"['Fantasy', 'Drama', 'Comedy', 'Family']",2.8328,7.0,1203,False,Peter Hedges,Jennifer Garner,31012642,0.5536721870751964,2012,Walt Disney Pictures,Fantasy,Drama,Comedy
The Amityville Horror,19000000,107516369,90,['Horror'],2.8308,6.141,2221,True,Andrew Douglas,Ryan Reynolds,88516369,0.823282722652213,2005,Metro-Goldwyn-Mayer,Horror,,
Table 19,5000000,5042014,87,"['Comedy', 'Drama']",2.8307,5.92,977,False,Jeffrey Blitz,Anna Kendrick,42014,0.00833278130524826,2017,Story Ink,Comedy,Drama,
The Gospel of John,10000000,4100000,180,['Drama'],2.8307,7.504,122,False,Philip Saville,Christopher Plummer,-5900000,-1.4390243902439024,2003,Gospel of John Ltd.,Drama,,
The Double,17000000,4729855,98,"['Action', 'Drama', 'Crime']",2.829,5.803,676,False,Michael Brandt,Richard Gere,-12270145,-2.5941905195825243,2011,Industry Entertainment Partners,Action,Drama,Crime
In the Heart of the Sea,100000000,93900000,122,"['Thriller', 'Drama', 'Adventure', 'Action', 'History']",2.8287,6.757,4171,False,Ron Howard,Chris Hemsworth,-6100000,-0.06496272630457935,2015,Imagine Entertainment,Thriller,Drama,Adventure
Breach,23000000,41000000,110,"['Drama', 'Thriller', 'Crime', 'History']",2.8269,6.644,606,False,Billy Ray,Chris Cooper,18000000,0.43902439024390244,2007,Universal Pictures,Drama,Thriller,Crime
Youth Without Youth,1000000,2624759,124,"['Fantasy', 'Drama', 'Mystery']",2.8268,6.1,224,False,Francis Ford Coppola,Tim Roth,1624759,0.6190126407795916,2007,American Zoetrope,Fantasy,Drama,Mystery
The Last Castle,72000000,27642707,131,"['Action', 'Drama', 'Thriller']",2.8241,7.158,1304,False,Rod Lurie,Robert Redford,-44357293,-1.6046653100942683,2001,DreamWorks Pictures,Action,Drama,Thriller
About My Father,29100000,18167819,90,['Comedy'],2.8228,6.1,341,False,Laura Terruso,Sebastian Maniscalco,-10932181,-0.6017332625341545,2023,Lionsgate,Comedy,,
Replicant,17000000,894844,100,"['Action', 'Science Fiction', 'Thriller']",2.8228,5.843,487,False,Ringo Lam Ling-Tung,Michael Rooker,-16105156,-17.99772474308371,2001,Artisan Entertainment,Action,Science Fiction,Thriller
Centurion,12000000,6890432,97,"['Adventure', 'Action', 'Drama']",2.8227,6.2,1444,False,Neil Marshall,Michael Fassbender,-5109568,-0.7415453777063615,2010,UK Film Council,Adventure,Action,Drama
Problemista,12000000,2503154,104,['Comedy'],2.8215,6.769,106,False,Julio Torres,Julio Torres,-9496846,-3.793951950219603,2024,A24,Comedy,,
Bleed for This,6000000,6174491,116,['Drama'],2.8206,6.8,799,False,Ben Younger,Miles Teller,174491,0.028259981268091573,2016,Sikelia Productions,Drama,,
Legends of Oz: Dorothy's Return,70000000,21755418,88,"['Animation', 'Family', 'Fantasy']",2.819,6.283,367,False,Dan St. Pierre,Lea Michele,-48244582,-2.217589292009926,2014,Summertime Entertainment,Animation,Family,Fantasy
The Manchurian Candidate,80000000,96105964,129,"['Drama', 'Thriller', 'Mystery']",2.8184,6.477,1607,False,Jonathan Demme,Denzel Washington,16105964,0.16758547887829314,2004,Clinica Estetico,Drama,Thriller,Mystery
Hannah Montana: The Movie,35000000,155545279,102,"['Comedy', 'Drama', 'Family', 'Music', 'Romance']",2.818,6.6,2033,False,Peter Chelsom,Miley Cyrus,120545279,0.7749851347143747,2009,It's a Laugh Productions,Comedy,Drama,Family
Blue Crush,25000000,51842679,104,"['Adventure', 'Romance', 'Drama']",2.8176,6.0,542,True,John Stockwell,Kate Bosworth,26842679,0.5177718342834868,2002,Shutt/Jones Productions,Adventure,Romance,Drama
31,1500000,850419,102,"['Horror', 'Thriller']",2.8141,5.431,809,False,Rob Zombie,Sheri Moon Zombie,-649581,-0.7638364147555499,2016,Spectacle Entertainment Group,Horror,Thriller,
The Green Inferno,5000000,12666449,100,"['Adventure', 'Horror']",2.8137,5.715,1479,False,Eli Roth,Lorenza Izzo,7666449,0.605256374537173,2013,Sobras International Pictures,Adventure,Horror,
Seeking a Friend for the End of the World,10000000,9636289,101,"['Comedy', 'Drama', 'Romance', 'Adventure']",2.8118,6.569,2120,False,Lorene Scafaria,Steve Carell,-363711,-0.03774388667670719,2012,Indian Paintbrush,Comedy,Drama,Romance
Goal II: Living the Dream,10000000,7864905,115,['Drama'],2.8109,5.968,664,True,Jaume Collet-Serra,Kuno Becker,-2135095,-0.27147117479486405,2007,Impala,Drama,,
Invincible,30000000,57800000,105,"['Drama', 'History']",2.8099,7.019,953,False,Ericson Core,Mark Wahlberg,27800000,0.4809688581314879,2006,Walt Disney Pictures,Drama,History,
T2 Trainspotting,18000000,41681746,117,"['Drama', 'Comedy', 'Crime']",2.8093,6.946,3188,True,Danny Boyle,Ewan McGregor,23681746,0.5681562859674832,2017,Creative Scotland,Drama,Comedy,Crime
The Unborn,16000000,76514050,87,"['Horror', 'Thriller', 'Mystery']",2.8051,5.168,1373,False,David S. Goyer,Odette Annable,60514050,0.7908880787254106,2009,Rogue Pictures,Horror,Thriller,Mystery
I Am Sam,22000000,92542418,132,['Drama'],2.8038,7.6,2344,False,Jessie Nelson,Sean Penn,70542418,0.7622711781747479,2001,New Line Cinema,Drama,,
Super Troopers,3000000,23182223,103,"['Comedy', 'Crime', 'Mystery']",2.8034,6.5,1140,True,Jay Chandrasekhar,Jay Chandrasekhar,20182223,0.8705904951393143,2001,Fox Searchlight Pictures,Comedy,Crime,Mystery
The Blackening,5000000,16000000,97,"['Horror', 'Comedy']",2.8015,6.02,333,True,Tim Story,Grace Byers,11000000,0.6875,2023,MRC,Horror,Comedy,
Mona Lisa Smile,72300000,141337989,117,"['Drama', 'History', 'Romance']",2.8002,6.932,1783,False,Mike Newell,Julia Roberts,69037989,0.4884602468767261,2003,Columbia Pictures,Drama,History,Romance
You're Next,1000000,14347000,94,"['Horror', 'Thriller', 'Mystery']",2.7987,6.595,2531,False,Adam Wingard,Sharni Vinson,13347000,0.9302990172161427,2013,Snoot Entertainment,Horror,Thriller,Mystery
Boy Erased,15000000,7900000,115,['Drama'],2.7977,7.0,1428,False,Joel Edgerton,Lucas Hedges,-7100000,-0.8987341772151899,2018,Anonymous Content,Drama,,
Outlander,50000000,7033683,115,"['Science Fiction', 'Action']",2.7968,6.446,1303,False,Howard McCain,Jim Caviezel,-42966317,-6.1086513281875225,2008,Ascendant Pictures,Science Fiction,Action,
Whiskey Tango Foxtrot,35000000,48000000,112,"['Comedy', 'Drama', 'War']",2.7965,6.304,992,False,Glenn Ficarra,Tina Fey,13000000,0.2708333333333333,2016,Paramount Pictures,Comedy,Drama,War
Dead Man Down,30000000,19600000,118,"['Thriller', 'Action', 'Crime', 'Drama']",2.7944,6.156,1476,False,Niels Arden Oplev,Colin Farrell,-10400000,-0.5306122448979592,2013,WWE Studios,Thriller,Action,Crime
Agent Cody Banks,28000000,58795814,102,"['Action', 'Adventure', 'Comedy', 'Family']",2.7936,5.5,1090,True,Harald Zwart,Frankie Muniz,30795814,0.5237756211692214,2003,Madacy Entertainment,Action,Adventure,Comedy
The Monuments Men,70000000,154984035,118,"['War', 'Drama', 'History', 'Action']",2.7934,6.061,3651,False,George Clooney,George Clooney,84984035,0.5483405758535065,2014,Columbia Pictures,War,Drama,History
9/11,5500000,200229,88,"['Drama', 'Thriller']",2.7932,5.105,220,False,Martin Guigui,Charlie Sheen,-5299771,-26.468548511953813,2017,Vitamin A Films,Drama,Thriller,
The Weather Man,20000000,12482775,101,"['Comedy', 'Drama']",2.7923,6.144,1001,False,Gore Verbinski,Nicolas Cage,-7517225,-0.6022078424068367,2005,Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 2 KG,Comedy,Drama,
Skylines,70000000,170581,113,"['Science Fiction', 'Action', 'Thriller']",2.7912,5.547,562,True,Liam O'Donnell,Lindsey Morgan,-69829419,-409.36223260503806,2020,Mirabelle Pictures Productions,Science Fiction,Action,Thriller
Killer Joe,10000000,4633668,102,"['Crime', 'Thriller', 'Drama']",2.7906,6.533,1465,False,William Friedkin,Matthew McConaughey,-5366332,-1.1581175000021582,2012,ANA Media,Crime,Thriller,Drama
The Frozen Ground,27220000,5496951,105,"['Thriller', 'Crime']",2.7896,6.285,1496,False,Scott Walker,Nicolas Cage,-21723049,-3.9518360269174675,2013,Picture Perfect Corporation,Thriller,Crime,
The Secret: Dare to Dream,21000000,3215636,107,"['Drama', 'Romance']",2.7886,7.287,623,False,Andy Tennant,Katie Holmes,-17784364,-5.5305899050763205,2020,Savvy Media Holdings,Drama,Romance,
Freeheld,7000000,573335,103,"['Romance', 'Drama']",2.7885,7.213,661,False,Peter Sollett,Julianne Moore,-6426665,-11.209266833526646,2015,Double Feature Films,Romance,Drama,
Freud's Last Session,10000000,1697993,109,['Drama'],2.788,6.706,124,False,Matt Brown,Anthony Hopkins,-8302007,-4.889305786301828,2023,WestEnd Films,Drama,,
Eastern Promises,51500000,56106607,101,"['Thriller', 'Crime', 'Mystery']",2.7869,7.4,3459,False,David Cronenberg,Viggo Mortensen,4606607,0.08210453717153134,2007,Focus Features,Thriller,Crime,Mystery
The Grudge 2,20000000,39143839,102,"['Horror', 'Thriller']",2.7862,5.5,1050,True,Takashi Shimizu,Amber Tamblyn,19143839,0.4890639111815272,2006,Ghost House Pictures,Horror,Thriller,
Biker Boyz,24000000,23510601,110,"['Action', 'Drama']",2.786,6.218,367,False,Reggie Rock Bythewood,Laurence Fishburne,-489399,-0.020816099086535474,2003,DreamWorks Pictures,Action,Drama,
Open Water 2: Adrift,1200000,6816129,94,"['Drama', 'Horror', 'Thriller']",2.7828,5.475,688,True,Hans Horn,Susan May Pratt,5616129,0.8239469939609417,2006,Peter Rommel Productions,Drama,Horror,Thriller
The Promise,90000000,12448676,133,"['History', 'Romance', 'Drama']",2.7785,6.9,475,False,Terry George,Oscar Isaac,-77551324,-6.229684506207729,2016,Babieka Films,History,Romance,Drama
"Tomorrow, When the War Began",27000000,16533595,103,"['Action', 'Adventure', 'Drama']",2.7752,6.2,514,False,Stuart Beattie,Caitlin Stasey,-10466405,-0.6330386706581358,2010,Omnilab Media,Action,Adventure,Drama
