title,budget,revenue,runtime,popularity,vote_average,vote_count,belongs_to_collection,director,lead_actor,profit,profit_margin,production_company,genre1,genre2,genre3
Wanted,75000000,342463063,110,11.1613,6.5,7216,False,Timur Bekmambetov,James McAvoy,267463063,0.7809982795137238,Kickstart Entertainment,Action,Thriller,Crime
Rogue One: A Star Wars Story,200000000,1056057273,133,11.1557,7.498,15650,False,Gareth Edwards,Felicity Jones,856057273,0.8106163319799418,Lucasfilm Ltd.,Action,Adventure,Science Fiction
Predators,40000000,127200000,107,11.1443,6.275,4278,True,Nimród Antal,Adrien Brody,87200000,0.6855345911949685,Davis Entertainment,Science Fiction,Action,Thriller
The Croods,135000000,587204668,98,11.1208,6.924,7201,True,Kirk DeMicco,Nicolas Cage,452204668,0.7700971954807416,DreamWorks Animation,Animation,Adventure,Family
The Town,37000000,154026136,125,11.1162,7.219,5215,False,Ben Affleck,Ben Affleck,117026136,0.7597810283314514,Legendary Pictures,Crime,Drama,Thriller
Margin Call,3500000,19504039,108,11.1097,6.854,1884,False,J.C. Chandor,Kevin Spacey,16004039,0.8205499896713702,Before the Door Pictures,Thriller,Drama,
Snatch,10000000,83557872,103,11.0642,7.812,9334,False,Guy Ritchie,Jason Statham,73557872,0.8803224668048033,SKA Films,Crime,Comedy,
The Matrix Resurrections,190000000,156497322,147,11.0431,6.378,5997,True,Lana Wachowski,Keanu Reeves,-33502678,-0.2140782830775852,Warner Bros. Pictures,Science Fiction,Action,Adventure
Homefront,22000000,51695362,100,11.0414,6.947,3598,False,Gary Fleder,Jason Statham,29695362,0.574429907270985,Open Road Films,Action,Thriller,
Minions: The Rise of Gru,85000000,940203765,87,11.0398,7.3,3748,True,Kyle Balda,Steve Carell,855203765,0.9095940654949409,Universal Pictures,Animation,Comedy,Family
The Day the Earth Blew Up: A Looney Tunes Movie,15000000,15076954,91,11.0049,7.4,85,False,Peter Browngardt,Eric Bauza,76954,0.005104081368159642,Warner Bros. Animation,Family,Comedy,Adventure
The Pianist,35000000,120098945,150,10.9746,8.4,9547,False,Roman Polanski,Adrien Brody,85098945,0.7085736265210323,Bac Films,Drama,War,
Better Man,110000000,22541033,135,10.9625,7.786,518,False,Michael Gracey,Robbie Williams,-87458967,-3.879989306612523,RocketScience,Music,Drama,
Green Book,23000000,321752656,130,10.9461,8.23,12029,False,Peter Farrelly,Viggo Mortensen,298752656,0.9285165186017921,Participant,Drama,History,
1917,100000000,394638258,119,10.9345,7.989,12797,False,Sam Mendes,George MacKay,294638258,0.7466033817734924,DreamWorks Pictures,War,History,Thriller
Free Guy,110000000,331526598,115,10.9166,7.478,9108,True,Shawn Levy,Ryan Reynolds,221526598,0.6682015842360859,Berlanti Productions,Comedy,Adventure,Science Fiction
Strange Darling,4000000,4853595,98,10.8761,6.9,545,False,JT Mollner,Willa Fitzgerald,853595,0.17586860873229018,Miramax,Crime,Horror,Thriller
Call Me by Your Name,3500000,43143046,132,10.8707,8.116,12323,True,Luca Guadagnino,Armie Hammer,39643046,0.9188745273108441,La Cinéfacture,Romance,Drama,
Killers of the Flower Moon,200000000,158722599,206,10.8513,7.4,3630,False,Martin Scorsese,Leonardo DiCaprio,-41277401,-0.2600600119961493,Apple Studios,Crime,History,Drama
Love Lies Bleeding,10000000,12778225,104,10.8029,6.574,794,False,Rose Glass,Kristen Stewart,2778225,0.21741869469351183,Film4 Productions,Crime,Romance,Thriller
Cast Away,90000000,429632142,143,10.7951,7.66,11684,False,Robert Zemeckis,Tom Hanks,339632142,0.7905184663767545,20th Century Fox,Adventure,Drama,
Legally Blonde,18000000,141774679,96,10.7571,6.8,4178,True,Robert Luketic,Reese Witherspoon,123774679,0.8730379773951031,Metro-Goldwyn-Mayer,Comedy,Romance,
The Matrix Revolutions,150000000,424988211,129,10.7395,6.737,10177,True,Lilly Wachowski,Keanu Reeves,274988211,0.647049033084826,Village Roadshow Pictures,Adventure,Action,Thriller
Star Wars: Episode III - Revenge of the Sith,113000000,850000000,140,10.7386,7.4,14143,True,George Lucas,Hayden Christensen,737000000,0.8670588235294118,Lucasfilm Ltd.,Adventure,Action,Science Fiction
After Everything,14000000,10644463,93,10.7161,6.9,923,True,Castille Landon,Hero Fiennes Tiffin,-3355537,-0.3152377907650203,Voltage Pictures,Romance,Drama,
Toy Story 3,200000000,1067316101,103,10.7118,7.799,14989,True,Lee Unkrich,Tom Hanks,867316101,0.8126140889164756,Pixar,Animation,Family,Comedy
Beautiful Boy,25000000,7700000,119,10.7054,7.555,2657,False,Felix van Groeningen,Steve Carell,-17300000,-2.2467532467532467,Plan B Entertainment,Drama,,
Spirit: Stallion of the Cimarron,80000000,122563539,83,10.6895,7.7,4682,True,Kelly Asbury,Matt Damon,42563539,0.347277333432743,DreamWorks Animation,Animation,Adventure,Family
Hotel Transylvania 3: Summer Vacation,80000000,528600000,97,10.6827,6.9,4513,True,Genndy Tartakovsky,Adam Sandler,448600000,0.8486568293605751,Columbia Pictures,Animation,Comedy,Family
Bumblebee,135000000,467989645,113,10.6581,6.7,6292,False,Travis Knight,Dylan O'Brien,332989645,0.7115320788775145,Paramount Pictures,Action,Adventure,Science Fiction
Wrong Turn,12600000,28650575,84,10.6473,6.368,2794,True,Rob Schmidt,Eliza Dushku,16050575,0.5602182504190579,DCP Wrong Turn Productions,Horror,Thriller,
Pirates of the Caribbean: Dead Men Tell No Tales,230000000,795922298,129,10.6329,6.653,12246,True,Espen Sandberg,Johnny Depp,565922298,0.7110270681221699,Walt Disney Pictures,Adventure,Action,Fantasy
Apocalypto,40000000,120654337,139,10.6285,7.591,5776,False,Mel Gibson,Rudy Youngblood,80654337,0.6684744121547823,Icon Entertainment International,Action,Drama,History
Terrifier 2,250000,15741780,138,10.6124,6.7,2253,True,Damien Leone,David Howard Thornton,15491780,0.9841186955985918,Dark Age Cinema,Horror,Thriller,
The Intern,35000000,194564672,121,10.5942,7.223,6887,False,Nancy Meyers,Robert De Niro,159564672,0.8201112275922322,Warner Bros. Pictures,Comedy,,
Donnie Darko,4500000,7500000,114,10.5862,7.8,12761,True,Richard Kelly,Jake Gyllenhaal,3000000,0.4,Flower Films,Fantasy,Drama,Mystery
Jumanji: Welcome to the Jungle,90000000,995339117,119,10.5543,6.8,13910,True,Jake Kasdan,Dwayne Johnson,905339117,0.9095785562298965,Matt Tolmach Productions,Adventure,Comedy,Fantasy
The Help,25000000,216600000,146,10.5322,8.207,8563,False,Tate Taylor,Emma Stone,191600000,0.8845798707294552,1492 Pictures,Drama,,
Divergent,85000000,288885818,139,10.5315,6.9,12991,True,Neil Burger,Shailene Woodley,203885818,0.7057661030629063,Summit Entertainment,Action,Adventure,Science Fiction
Legend,25000000,42972994,132,10.5124,7.056,3986,False,Brian Helgeland,Tom Hardy,17972994,0.41823927837096947,Working Title Films,Crime,Thriller,
Teenage Mutant Ninja Turtles: Mutant Mayhem,75000000,180513586,100,10.4769,7.2,1413,True,Jeff Rowe,Micah Abbey,105513586,0.584518807354478,Paramount Pictures,Animation,Comedy,Action
The Predator,88000000,160542134,107,10.4586,5.631,4805,True,Shane Black,Boyd Holbrook,72542134,0.4518572924912036,Davis Entertainment,Science Fiction,Action,Adventure
Speak No Evil,15000000,76756109,110,10.3964,7.238,1531,False,James Watkins,James McAvoy,61756109,0.8045758155875254,Blumhouse Productions,Horror,Thriller,
Jack Reacher: Never Go Back,60000000,162100000,118,10.3787,6.0,5015,True,Edward Zwick,Tom Cruise,102100000,0.6298581122763726,Skydance Media,Action,Drama,Thriller
Us,20000000,256067149,116,10.3666,7.0,7580,False,Jordan Peele,Lupita Nyong'o,236067149,0.9218954868748119,Monkeypaw Productions,Horror,Mystery,Thriller
Drive,15000000,78100000,100,10.3395,7.581,12903,False,Nicolas Winding Refn,Ryan Gosling,63100000,0.8079385403329066,FilmDistrict,Drama,Thriller,Crime
Click,82500000,240685326,107,10.3376,6.296,7176,False,Frank Coraci,Adam Sandler,158185326,0.6572287917544254,Original Film,Comedy,Drama,Fantasy
50 First Dates,75000000,196482882,99,10.3292,6.867,7352,False,Peter Segal,Adam Sandler,121482882,0.6182873579796127,Columbia Pictures,Comedy,Romance,
Inside Man,45000000,186003591,129,10.3235,7.395,5973,True,Spike Lee,Denzel Washington,141003591,0.758069186954568,40 Acres and a Mule Filmworks,Crime,Drama,Thriller
Ice Age: Continental Drift,95000000,877244782,88,10.3224,6.385,7760,True,Steve Martino,Ray Romano,782244782,0.8917063948976558,Blue Sky Studios,Animation,Comedy,Adventure
A Beautiful Mind,58000000,316791257,135,10.3148,7.854,10482,False,Ron Howard,Russell Crowe,258791257,0.8169141391424196,Universal Pictures,Drama,Romance,
Chappie,49000000,104399548,120,10.3068,6.787,8087,False,Neill Blomkamp,Sharlto Copley,55399548,0.5306493089414525,Columbia Pictures,Crime,Action,Science Fiction
(500) Days of Summer,7500000,60781545,95,10.2849,7.294,10434,False,Marc Webb,Joseph Gordon-Levitt,53281545,0.8766072826875329,Fox Searchlight Pictures,Comedy,Drama,Romance
9 Songs,1000000,1574623,69,10.278,5.6,529,False,Michael Winterbottom,Kieran O'Brien,574623,0.3649273508643021,Revolution Films,Drama,Music,Romance
Indiana Jones and the Dial of Destiny,294700000,383963057,155,10.2517,6.556,3674,True,James Mangold,Harrison Ford,89263057,0.23247824334308287,Lucasfilm Ltd.,Adventure,Action,
Palm Springs,5000000,1818417,90,10.2505,7.34,3302,False,Max Barbakow,Andy Samberg,-3181583,-1.749644333505461,Limelight,Comedy,Romance,Science Fiction
Trap,30000000,82677281,105,10.2465,6.3,2220,False,M. Night Shyamalan,Josh Hartnett,52677281,0.6371433646928955,Blinding Edge Pictures,Thriller,Mystery,Horror
Expend4bles,100000000,37917985,103,10.24,6.1,1674,True,Scott Waugh,Jason Statham,-62082015,-1.637270941480672,Millennium Media,Action,Adventure,Thriller
12 Years a Slave,20000000,187000000,134,10.2378,7.937,11471,False,Steve McQueen,Chiwetel Ejiofor,167000000,0.893048128342246,New Regency Pictures,Drama,History,
Jupiter Ascending,176000000,184000000,127,10.2283,5.5,6849,False,Lilly Wachowski,Channing Tatum,8000000,0.043478260869565216,Warner Bros. Pictures,Science Fiction,Fantasy,Action
The Matrix Reloaded,150000000,738599701,138,10.2229,7.058,11275,True,Lana Wachowski,Keanu Reeves,588599701,0.796912996584059,Village Roadshow Pictures,Adventure,Action,Thriller
American Psycho,7000000,34300000,102,10.2227,7.405,11408,True,Mary Harron,Christian Bale,27300000,0.7959183673469388,Lionsgate,Thriller,Drama,Crime
Penguins of Madagascar,132000000,373515621,92,10.2,6.5,4268,False,Simon J. Smith,Tom McGrath,241515621,0.6466011256862534,DreamWorks Animation,Family,Animation,Adventure
The Hunger Games: Mockingjay - Part 2,160000000,653428261,137,10.1879,6.898,12779,True,Francis Lawrence,Jennifer Lawrence,493428261,0.7551376186956811,Lionsgate,Action,Adventure,Science Fiction
Damsel,60000000,5000,107,10.1771,7.021,2451,False,Juan Carlos Fresnadillo,Millie Bobby Brown,-59995000,-11999.0,PCMA Productions,Fantasy,Action,Adventure
Nope,68000000,170823080,130,10.1738,6.84,4381,False,Jordan Peele,Daniel Kaluuya,102823080,0.6019273273845666,Universal Pictures,Science Fiction,Horror,Thriller
The Mummy Returns,98000000,443280904,130,10.1577,6.376,7224,True,Stephen Sommers,Brendan Fraser,345280904,0.7789212232792234,Universal Pictures,Adventure,Action,Fantasy
Red Notice,160000000,178143,118,10.1399,6.8,6005,False,Rawson Marshall Thurber,Dwayne Johnson,-159821857,-897.1548531236142,Flynn Picture Company,Action,Comedy,Crime
The Fire Inside,12000000,8104331,109,10.1241,7.3,44,False,Rachel Morrison,Ryan Destiny,-3895669,-0.4806897694578368,Metro-Goldwyn-Mayer,History,Drama,
Colombiana,40000000,71508440,108,10.1212,6.631,2678,False,Olivier Megaton,Zoe Saldaña,31508440,0.4406254702242141,A.J.O.Z. Films,Action,Thriller,Crime
Anyone But You,25000000,214891370,103,10.1091,6.869,2573,False,Will Gluck,Sydney Sweeney,189891370,0.8836621498573908,Olive Bridge Entertainment,Romance,Comedy,
The Killer's Game,30000000,5928351,104,10.1027,6.413,421,False,J.J. Perry,Dave Bautista,-24071649,-4.0604291142680315,Dogbone Entertainment,Action,Comedy,Thriller
Knock Knock,10000000,6341684,99,10.1025,5.4,3279,False,Eli Roth,Keanu Reeves,-3658316,-0.5768682261683175,Sobras International Pictures,Crime,Horror,Thriller
Taken 3,48000000,325800000,109,10.101,6.259,5876,True,Olivier Megaton,Liam Neeson,277800000,0.852670349907919,EuropaCorp,Thriller,Action,
Alice in Wonderland,200000000,1025467110,108,10.0963,6.635,14251,True,Tim Burton,Mia Wasikowska,825467110,0.8049669286809208,Walt Disney Pictures,Family,Fantasy,Adventure
Kill Bill: Vol. 1,30000000,180906076,111,10.082,8.0,17882,True,Quentin Tarantino,Uma Thurman,150906076,0.8341680906284209,Miramax,Action,Crime,
Frozen II,150000000,1453683476,103,10.0794,7.249,9926,True,Jennifer Lee,Idina Menzel,1303683476,0.896813850830344,Walt Disney Pictures,Family,Animation,Adventure
Jack Reacher,60000000,218300000,130,10.058,6.644,7207,True,Christopher McQuarrie,Tom Cruise,158300000,0.7251488776912506,Paramount Pictures,Crime,Drama,Thriller
Ice Age: The Meltdown,80000000,660998756,91,10.0561,6.71,9934,True,Carlos Saldanha,Ray Romano,580998756,0.878971027897063,20th Century Fox Animation,Animation,Family,Comedy
Fantastic Beasts: The Secrets of Dumbledore,200000000,407200000,142,10.0328,6.64,4717,True,David Yates,Eddie Redmayne,207200000,0.5088408644400786,Warner Bros. Pictures,Fantasy,Adventure,
Life,58000000,100541806,104,10.0168,6.442,7527,False,Daniel Espinosa,Jake Gyllenhaal,42541806,0.42312554043439404,Columbia Pictures,Horror,Science Fiction,Mystery
Uncharted,120000000,407141258,116,10.0139,6.909,6276,True,Ruben Fleischer,Tom Holland,287141258,0.7052620002466072,Columbia Pictures,Action,Adventure,
The Da Vinci Code,125000000,760006945,149,10.0126,6.727,9557,True,Ron Howard,Tom Hanks,635006945,0.8355278187622351,Imagine Entertainment,Thriller,Mystery,
X-Men: Days of Future Past,250000000,747862775,132,10.0093,7.528,15602,True,Bryan Singer,Hugh Jackman,497862775,0.6657140743500705,Bad Hat Harry Productions,Action,Adventure,Science Fiction
She's the Man,20000000,33900000,105,10.0036,6.818,3116,False,Andy Fickman,Amanda Bynes,13900000,0.41002949852507375,Lakeshore Entertainment,Comedy,Romance,
Prometheus,130000000,403354469,124,9.995,6.576,12566,True,Ridley Scott,Noomi Rapace,273354469,0.6777028395835129,Dune Entertainment,Science Fiction,Adventure,Mystery
300,65000000,456082343,116,9.9891,7.189,14040,True,Zack Snyder,Gerard Butler,391082343,0.8574818758111844,Virtual Studios,Action,Adventure,War
Rush Hour 2,90000000,347325802,90,9.9739,6.748,4263,True,Brett Ratner,Jackie Chan,257325802,0.7408772988307963,New Line Cinema,Action,Comedy,Crime
The Marvels,274800000,206136825,105,9.9728,5.999,2986,True,Nia DaCosta,Brie Larson,-68663175,-0.33309514202520585,Marvel Studios,Science Fiction,Adventure,Action
Captain America: The First Avenger,140000000,370569774,124,9.9488,7.002,21881,True,Joe Johnston,Chris Evans,230569774,0.6222034018349267,Marvel Studios,Action,Adventure,Science Fiction
Unbreakable,75000000,248118121,106,9.919,7.143,9472,False,M. Night Shyamalan,Bruce Willis,173118121,0.6977246172197152,Barry Mendel Productions,Thriller,Drama,Mystery
Split,9000000,278454358,117,9.917,7.341,17680,False,M. Night Shyamalan,James McAvoy,269454358,0.9676787245685701,Blinding Edge Pictures,Horror,Thriller,
American Sniper,58800000,542300000,133,9.8961,7.42,13122,False,Clint Eastwood,Bradley Cooper,483500000,0.8915729301124838,Warner Bros. Pictures,War,Action,
Ferdinand,111000000,295038508,108,9.8945,7.225,2928,False,Carlos Saldanha,John Cena,184038508,0.6237779239312042,Blue Sky Studios,Animation,Family,Adventure
A Man Called Otto,50000000,108961677,126,9.8779,7.757,3131,False,Marc Forster,Tom Hanks,58961677,0.5411230684344185,Playtone,Comedy,Drama,
Fantastic Four,100000000,333535934,106,9.8777,5.787,9485,True,Tim Story,Ioan Gruffudd,233535934,0.7001822298403386,Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 3 KG,Action,Fantasy,Science Fiction
Life of Pi,120000000,609016565,127,9.8763,7.405,13290,False,Ang Lee,Suraj Sharma,489016565,0.8029610245494718,Fox 2000 Pictures,Adventure,Drama,
Fantastic Beasts and Where to Find Them,180000000,809342332,132,9.8701,7.316,19077,True,David Yates,Eddie Redmayne,629342332,0.7775972009826863,Heyday Films,Fantasy,Adventure,
The First Omen,30000000,53992802,119,9.8635,6.9,1092,True,Arkasha Stevenson,Nell Tiger Free,23992802,0.44437038107412913,Phantom Four,Horror,,
Fifty Shades Darker,55000000,381545846,118,9.859,6.484,7735,True,James Foley,Dakota Johnson,326545846,0.8558495641438592,Universal Pictures,Drama,Romance,
Pearl,1000000,10139416,102,9.8567,7.246,2205,True,Ti West,Mia Goth,9139416,0.9013749904333741,A24,Horror,Thriller,
Longlegs,10000000,127961936,101,9.8513,6.558,2069,False,Osgood Perkins,Maika Monroe,117961936,0.9218517606673284,C2 Motion Picture Group,Crime,Horror,Thriller
The Terminal,60000000,219417255,128,9.8439,7.348,8133,False,Steven Spielberg,Tom Hanks,159417255,0.7265483974813193,DreamWorks Pictures,Comedy,Drama,
Terrifier,35000,421798,84,9.8423,6.3,2686,True,Damien Leone,David Howard Thornton,386798,0.9170218919956946,Dark Age Cinema,Horror,Thriller,
How to Lose a Guy in 10 Days,50000000,177500000,116,9.8351,6.83,4141,False,Donald Petrie,Kate Hudson,127500000,0.7183098591549296,Paramount Pictures,Comedy,Romance,
Bohemian Rhapsody,52000000,910813521,135,9.7846,7.973,17152,False,Bryan Singer,Rami Malek,858813521,0.9429081817506308,20th Century Fox,Music,Drama,
Kill Bill: Vol. 2,30000000,152159461,136,9.7787,7.874,14263,True,Quentin Tarantino,Uma Thurman,122159461,0.8028384183090659,Super Cool ManChu,Action,Crime,Thriller
Atonement,30000000,131016624,123,9.7631,7.643,4388,False,Joe Wright,James McAvoy,101016624,0.771021423968305,Universal Pictures,Drama,Romance,
Ballerina,30000000,109573511,89,9.7614,7.2,1907,False,Eric Summer,Elle Fanning,79573511,0.7262112008074653,Main Journey,Animation,Adventure,Comedy
The Proposal,40000000,317400000,108,9.7563,7.152,7062,False,Anne Fletcher,Sandra Bullock,277400000,0.8739760554505356,Touchstone Pictures,Comedy,Romance,Drama
Maze Runner: The Scorch Trials,61000000,312296056,131,9.7359,6.733,10578,True,Wes Ball,Dylan O'Brien,251296056,0.8046725252271517,Temple Hill Entertainment,Science Fiction,Action,Thriller
Homestead,5000000,20811864,111,9.7314,6.333,66,False,Ben Smallbone,Dawn Olivieri,15811864,0.759752418139961,Angel Studios,Drama,,
Pearl Harbor,140000000,449220945,183,9.7074,6.935,6671,False,Michael Bay,Ben Affleck,309220945,0.688349348893338,Touchstone Pictures,War,Romance,History
Murder on the Orient Express,55000000,352800000,114,9.7012,6.702,10139,True,Kenneth Branagh,Kenneth Branagh,297800000,0.8441043083900227,The Mark Gordon Company,Mystery,Drama,Crime
Bee Movie,150000000,287594577,91,9.6881,6.028,4976,False,Simon J. Smith,Jerry Seinfeld,137594577,0.47843244624184966,Columbus 81 Productions,Family,Animation,Adventure
From Paris with Love,52000000,52800000,92,9.6699,6.314,2110,False,Pierre Morel,John Travolta,800000,0.015151515151515152,M6,Action,Crime,Thriller
Star Trek Into Darkness,190000000,467381584,132,9.6685,7.3,9248,True,J.J. Abrams,Chris Pine,277381584,0.5934799176854174,Bad Robot,Action,Adventure,Science Fiction
V for Vendetta,54000000,134686457,132,9.6622,7.899,14832,False,James McTeigue,Natalie Portman,80686457,0.5990688210025452,Virtual Studios,Action,Thriller,Science Fiction
Star Trek,150000000,386839614,127,9.6471,7.4,10034,True,J.J. Abrams,Chris Pine,236839614,0.6122424008002448,Paramount Pictures,Science Fiction,Action,Adventure
Godzilla: King of the Monsters,170000000,387300138,132,9.6429,6.7,6340,True,Michael Dougherty,Kyle Chandler,217300138,0.5610639312501355,Legendary Pictures,Science Fiction,Action,
Dora and the Lost City of Gold,49000000,120600000,102,9.636,6.6,1747,False,James Bobin,Isabela Merced,71600000,0.593698175787728,Nickelodeon Movies,Family,Comedy,Adventure
Aliens vs Predator: Requiem,40000000,130290885,94,9.6274,5.168,3048,True,Colin Strause,Steven Pasquale,90290885,0.6929946404155594,Dune Entertainment,Action,Science Fiction,Thriller
The Ritual,1000000,1786396,94,9.6209,6.3,3133,False,David Bruckner,Rafe Spall,786396,0.44021370401635473,Entertainment One,Horror,Thriller,Mystery
A Real Pain,3000000,24856027,90,9.6138,6.755,989,False,Jesse Eisenberg,Jesse Eisenberg,21856027,0.879304926728636,Fruit Tree,Comedy,Drama,
The Smurfs,110000000,563749323,102,9.6064,5.764,3822,True,Raja Gosnell,Hank Azaria,453749323,0.8048778144608078,Columbia Pictures,Animation,Family,Adventure
Zodiac,65000000,84785914,157,9.5623,7.528,10875,False,David Fincher,Jake Gyllenhaal,19785914,0.23336322115959027,Paramount Pictures,Crime,Drama,Mystery
Ford v Ferrari,97600000,225508210,153,9.5583,8.003,8322,False,James Mangold,Matt Damon,127908210,0.5671997928589828,20th Century Fox,Drama,Action,History
